ProductId,Time,Rating,Sentiment Score,Sentiment Label,Summary
,2019-01-23,4,0.771714,positive,Pretty damn good....but I LIKE the Wawa/Convenience store stuff!
,2019-05-16,5,0.607753,positive,Gives a Good Hint of Coconut to Food
,2019-02-07,5,0.453466,positive,Great Stuff - No odor
,2019-06-23,4,0.782517,positive,"Miracle Noodle Shiratake Angel Pasta, 7-ounce packages (Pack of 6)"
,2019-02-09,5,0.710306,positive,Best cup of coffee from a Keurig yet.
,2019-11-07,5,0.856723,positive,I really enjoy it's clean fresh taste and light texture.
,2019-08-12,5,-0.367568,negative,Keeps my dog occupied for a looooong time!
,2019-04-08,5,0.923111,positive,"GREAT COCONUT OIL....Try it, you'll like it!"
,2019-05-18,4,0.700483,positive,Tough Jug!
,2019-05-14,5,0.833301,positive,Great product; great store.
,2019-03-18,5,0.475769,positive,Great coffee
,2019-03-13,5,0.977484,positive,enjoy this brand of coffee
,2019-05-09,1,-0.456860,negative,Only Meant To Be Used In Asian Dishes
,2019-10-17,1,-0.578018,negative,Gas station coffee dispenser garbage
,2019-01-30,4,0.419955,positive,Good basic coffee for your Keurig
,2019-07-26,5,0.654412,positive,Many different uses!
,2019-05-10,5,0.895879,positive,Healthy Organic Coconut Oil
,2019-03-28,3,0.667939,positive,Average cup of coffee
,2019-09-12,4,-0.587654,negative,Coconut oil can seep past the new opaque white plastic Jar.
,2019-01-10,5,0.450759,positive,Great taste
,2019-01-07,1,-0.874614,negative,Bad Stuff
,2019-08-18,5,0.514858,positive,Tropical paradise on your skin
,2019-05-21,5,0.649816,positive,Love it
,2019-02-19,5,0.851264,positive,fog chaser
,2019-02-21,5,0.635823,positive,PERFECT
,2019-08-08,5,0.402149,positive,Great distraction! I get so much done!
,2019-05-30,5,0.785789,positive,If You Like a Stong Brew
,2019-03-12,3,-0.766497,negative,San Francisco Bay Coffee
,2019-07-31,5,0.676449,positive,Beneful Dog Food is all we use
,2019-02-08,5,0.763799,positive,Yuuuuuum!
,2019-02-23,5,0.738486,positive,It's a win win thing.  And I even like the smell!
,2019-04-03,5,0.775008,positive,My dogs LOVE this toy!
,2019-05-13,5,0.555382,positive,So much better than a bowl!
,2019-06-30,3,-0.875712,negative,Good very pricey
,2019-06-29,5,0.842035,positive,My Yorkie can spend hours playing with the Tug-A-Jug!
,2019-12-13,4,0.649690,positive,flavor
,2019-09-10,2,0.512496,positive,Buried Treasure Forever!
,2019-04-12,5,0.788671,positive,Nutiva
,2019-05-22,5,0.849023,positive,San Francisco Bay ( fog chaser )
,2019-11-04,1,-0.468590,negative,Not what you think--taste wise
,2019-10-20,5,0.983743,positive,Great Coffee and Great Price
,2019-05-17,5,0.501311,positive,love this product
,2019-12-25,5,0.797749,positive,Delicious Cappucino Hot or Cold!
,2019-04-17,5,0.677520,positive,No Hexane
,2019-02-16,5,0.797037,positive,Digging the Fog Chaser
,2019-05-18,5,0.970426,positive,"Wonderful oil, very happy with it"
,2019-08-28,5,0.802966,positive,sturdy
,2019-05-13,5,0.474095,positive,great deal
,2019-12-28,5,0.844028,positive,I love these!
,2019-05-26,5,0.738172,positive,"A hearty, fresh, and somewhat bold taste"
,2019-02-12,4,0.355294,positive,I like it
,2019-08-17,2,-0.591869,negative,It DOES NOT taste bad......BUT...
,2019-12-14,2,0.628258,positive,Disappointed. . .
,2019-09-11,5,0.826783,positive,Coconut Oil
,2019-04-29,5,0.837498,positive,Love the flavor
,2019-02-01,5,-0.875842,negative,Love Fog Chaser!
,2019-06-05,4,0.590513,positive,Surprisingly Good
,2019-08-29,5,0.759873,positive,Buy It!
,2019-12-13,5,0.551079,positive,My wife loves it.
,2019-04-11,5,0.673894,positive,Coconut Oil
,2019-09-26,3,-0.564415,negative,"Not bad, but not good either"
,2019-11-26,5,0.375433,positive,Georgia and Diego love  Tug-A-Jug
,2019-03-01,5,0.622692,positive,"I love, love, LOVE it!"
,2019-03-05,5,0.484785,positive,Fantastic!!
,2019-10-11,5,0.871636,positive,Great product
